header length,13
Area,210000.0 210000.0
Data Source,Global simulations
Members,00000,01113,01554,01649,01843,01935,02123,02242,02305,02335,02491,02868
Scenario,RCP 8.5
Software Version,WPS-2.7.0-DP-2.7.0-CV-1.0.8
Spatial Representation,60km grid
Temporal Average Type,Daily
Time Period,Daily
Variable,Mean air temperature at 1.5m (°C)
Year Maximum,2100
Year Minimum,2080
Date,Mean air temperature at 1.5m (°C)(HadGEM3-GC3.05-r001i1p00000),Mean air temperature at 1.5m (°C)(HadGEM3-GC3.05-r001i1p01113),Mean air temperature at 1.5m (°C)(HadGEM3-GC3.05-r001i1p01554),Mean air temperature at 1.5m (°C)(HadGEM3-GC3.05-r001i1p01649),Mean air temperature at 1.5m (°C)(HadGEM3-GC3.05-r001i1p01843),Mean air temperature at 1.5m (°C)(HadGEM3-GC3.05-r001i1p01935),Mean air temperature at 1.5m (°C)(HadGEM3-GC3.05-r001i1p02123),Mean air temperature at 1.5m (°C)(HadGEM3-GC3.05-r001i1p02242),Mean air temperature at 1.5m (°C)(HadGEM3-GC3.05-r001i1p02305),Mean air temperature at 1.5m (°C)(HadGEM3-GC3.05-r001i1p02335),Mean air temperature at 1.5m (°C)(HadGEM3-GC3.05-r001i1p02491),Mean air temperature at 1.5m (°C)(HadGEM3-GC3.05-r001i1p02868)
2080-01-01,12.722071,10.40835,5.13125,7.3663573,8.933008,8.186426,6.530664,12.222559,7.8836913,9.407129,9.29336,9.075586
2080-01-02,9.356592,11.075586,2.9603515,7.5399413,7.213037,9.768457,6.7274413,10.448145,11.36001,9.269678,8.231104,11.468653
2080-01-03,7.2105956,8.640284,3.4378905,6.5680175,7.858789,10.833155,6.5279784,9.332911,9.577784,7.964013,8.613916,11.873194
2080-01-04,8.819239,8.864649,5.3670897,7.051172,7.662988,13.8988285,10.327784,9.438623,7.3216796,7.6205077,7.173242,8.6349125
2080-01-05,13.639551,9.301416,4.8302245,9.92959,6.895654,11.15835,11.171289,11.5394535,8.020899,5.659082,8.258448,8.975489
2080-01-06,12.763819,11.817041,6.1632323,8.075098,7.984033,11.182276,6.8592772,12.447168,4.598535,9.50503,7.1563964,12.779444
2080-01-07,9.791407,12.40835,8.67959,8.437647,7.4452147,11.545069,6.846338,11.690577,4.685449,8.50625,9.462305,9.472071
2080-01-08,10.935205,10.324854,10.964502,8.948877,7.6642084,11.896143,5.1700683,11.89419,8.141993,7.819482,9.2564945,8.212549
2080-01-09,9.148096,8.830957,9.247705,12.167139,8.40127,11.035059,5.134668,10.808008,7.537988,8.003077,8.860254,10.640528
2080-01-10,11.673487,7.6297846,7.639795,11.732813,7.008447,10.7738285,4.5780272,12.056299,7.3592772,7.657617,8.583887,11.271631
2080-01-11,10.020166,10.165674,5.9935546,9.704981,7.297998,8.786524,5.7728515,10.917627,6.2486815,8.623926,11.135401,9.863428
2080-01-12,7.6119623,9.029444,12.29336,11.250879,6.9310546,6.459375,8.1332035,9.242334,6.3592772,7.239404,11.51919,5.826074
2080-01-13,7.668847,9.244532,12.047022,10.5099125,5.476953,6.315576,6.8612304,9.863428,5.1476073,7.893457,10.4300785,5.159082
2080-01-14,12.6036625,8.458399,11.721582,10.928125,5.042627,10.9457035,5.2813964,9.2894535,4.4764647,7.0123534,11.579248,2.8185058
2080-01-15,11.687891,10.857325,9.538477,8.605616,4.2574706,8.129297,9.714258,12.344385,9.10586,8.297266,11.301905,1.5350586
2080-01-16,12.70376,8.442774,12.773584,10.761377,4.3280272,10.973536,8.874903,9.69375,7.89541,6.6952147,10.342676,5.918115
2080-01-17,8.869043,7.9723144,12.283106,9.951563,10.044825,11.033594,7.287256,10.185205,5.2472167,5.46499,8.170557,5.247705
2080-01-18,10.78335,7.2940917,10.358789,11.79336,10.212549,9.400049,6.438379,12.558008,5.863916,4.162988,9.562647,2.4312987
2080-01-19,10.55459,7.5804687,8.33584,9.416407,10.211573,8.575098,7.293115,11.258448,9.32583,7.726953,12.403223,1.7708985
2080-01-20,9.369043,5.3231444,11.869043,8.299219,9.199854,7.256738,10.52334,13.5533695,11.032373,8.231348,12.942041,5.033838
2080-01-21,11.6332035,5.8280272,11.934229,8.165674,7.719873,12.910059,6.3299804,12.194239,11.9005375,5.546533,12.475977,7.190332
2080-01-22,12.627588,6.429834,8.261866,8.006006,9.310938,7.641504,4.742334,9.608057,12.768946,9.507715,11.609522,4.596582
2080-01-23,10.934473,5.8717284,6.1285644,8.090723,11.221827,9.672754,8.964991,8.91543,11.572168,9.475489,8.090967,5.7643065
2080-01-24,13.510157,5.2506347,7.458154,7.717431,7.6056156,10.303858,7.3180175,10.743311,9.065821,7.365869,7.45083,5.824121
2080-01-25,11.161524,3.5418944,10.287012,8.434229,6.3338866,7.8941894,7.6949706,11.088526,10.451075,10.551416,9.089014,6.7591796
2080-01-26,8.85586,5.058252,11.226465,8.843409,8.536036,7.7389154,8.654932,10.303125,10.223536,11.073633,7.4203124,11.4396
2080-01-27,11.42544,6.073877,10.841944,8.05459,9.350977,7.45083,7.0472655,9.86001,8.581934,10.925928,9.319483,12.62002
2080-01-28,11.256983,7.6546874,10.306055,7.131006,9.846827,6.376123,5.82583,9.244043,8.876612,11.299707,11.262354,11.754786
2080-01-29,9.921778,11.004786,9.501612,7.0562987,10.65835,7.1742187,10.048487,8.669092,9.547998,6.886621,10.983301,9.206202
2080-01-30,10.95083,11.407129,7.8617187,9.973536,10.892725,7.6244135,8.524561,10.414698,9.307276,5.6336913,9.54458,8.323633
