header length,13
Area,210000.0 930000.0
Data Source,Global simulations
Members,00000,01113,01554,01649,01843,01935,02123,02242,02305,02335,02491,02868
Scenario,RCP 8.5
Software Version,WPS-2.7.0-DP-2.7.0-CV-1.0.8
Spatial Representation,60km grid
Temporal Average Type,Daily
Time Period,Daily
Variable,Maximum air temperature at 1.5m (°C)
Year Maximum,2051
Year Minimum,2030
Date,Maximum air temperature at 1.5m (°C)(HadGEM3-GC3.05-r001i1p00000),Maximum air temperature at 1.5m (°C)(HadGEM3-GC3.05-r001i1p01113),Maximum air temperature at 1.5m (°C)(HadGEM3-GC3.05-r001i1p01554),Maximum air temperature at 1.5m (°C)(HadGEM3-GC3.05-r001i1p01649),Maximum air temperature at 1.5m (°C)(HadGEM3-GC3.05-r001i1p01843),Maximum air temperature at 1.5m (°C)(HadGEM3-GC3.05-r001i1p01935),Maximum air temperature at 1.5m (°C)(HadGEM3-GC3.05-r001i1p02123),Maximum air temperature at 1.5m (°C)(HadGEM3-GC3.05-r001i1p02242),Maximum air temperature at 1.5m (°C)(HadGEM3-GC3.05-r001i1p02305),Maximum air temperature at 1.5m (°C)(HadGEM3-GC3.05-r001i1p02335),Maximum air temperature at 1.5m (°C)(HadGEM3-GC3.05-r001i1p02491),Maximum air temperature at 1.5m (°C)(HadGEM3-GC3.05-r001i1p02868)
2030-01-01,2.2010741,-0.9776367,8.807764,3.7508788,0.33950195,5.9308105,5.03457,-1.682959,0.53945315,1.3062989,6.87417,3.6510253
2030-01-02,4.467431,-1.4759277,8.864405,7.676904,0.65249026,6.337793,3.7159667,-1.7093261,0.65664065,3.0902343,10.614405,1.0851074
2030-01-03,4.2206054,-1.8265136,6.0433593,6.315088,0.33168948,4.9586425,1.1751953,-1.9339355,-0.15048829,3.4291017,10.172998,3.2437987
2030-01-04,4.2398925,7.562158,6.7169433,6.250634,0.964502,3.9881835,2.5384765,-0.6861328,0.8258301,1.8873535,5.3888183,7.2000976
2030-01-05,5.839502,7.675195,8.9613285,9.768946,0.74794924,5.0648437,6.093164,1.4798828,1.1895996,0.87368166,5.9918456,9.019433
2030-01-06,7.2579594,7.938379,5.70791,10.046289,0.23818359,5.091699,5.8358397,-0.45566407,1.1898438,1.0575196,11.219873,7.475244
2030-01-07,5.8253417,4.470605,6.462793,7.237451,1.5802245,10.065088,8.171289,-1.3667969,4.278955,6.943994,7.9081054,5.1041503
2030-01-08,5.1847167,6.392236,5.516748,8.579981,0.3915039,9.917627,9.119043,-2.7757325,4.6812987,6.5614257,7.384912,3.216455
2030-01-09,7.215478,6.4896483,1.0711914,8.472071,0.8316895,7.89541,12.274317,-3.458838,4.661035,6.853418,8.24502,2.5101562
2030-01-10,9.225489,1.1268555,1.122461,11.502588,0.23354492,9.869776,10.985255,-0.38461915,4.178125,3.8246093,8.029444,1.1820313
2030-01-11,6.12417,7.7486815,-0.13681643,10.981592,-1.7564453,9.708887,8.233789,-0.92929685,3.414453,1.721582,7.066797,5.6683593
2030-01-12,6.175195,7.8114257,-1.042334,8.197657,0.4120117,11.233301,7.2538085,-2.3741212,3.6585937,-0.8082031,7.5404296,11.127588
